Model,vehicule,totalDistanceKm,nbTrips,territoire,heure_debut,heure_fin,carnetEntryIndex,moment,meteo_ensoleille,meteo_nuageux,meteo_pluvieux,meteo_venteux,meteo_neigeux,meteo_brouillard,meteo_autre,motif,avantage_aucun,avantage_agilite,avantage_confort,avantage_observation,avantage_fierté,avantage_reactions,avantage_bien_etre,avantage_autre,difficulte_aucune,difficulte_visibilite,difficulte_amenagement,difficulte_stationnement,difficulte_vehicule,difficulte_comportement,difficulte_autre,difficultes_details,point_noir_1,point_noir_2,bilan,commentaires,point_noir_1_lon,point_noir_1_lat,mode_domicile_travail,mode_domicile_etudes,mode_domicile_loisirs,edits
,BIRO,,1,PNR Grand Causses,21:00,23:00,59,Nuit,1,0,0,0,0,0,,Loisirs,1.0,0,0,0,0,0,0,,0.0,1,0,0,0,0,,,,,Positif,Visibilité de nuit quelque peu dégradée du fait du réflexion de l’ensemble des commandes éclairées du volant sur le pare brise.,,,,,"moto,VAE,marche",{}
BIRO,BIRO,1.0985902603431674,1,PNR Grand Causses,10:00,10:45,60,Jour,0,0,1,0,0,0,,Courses,0.0,0,0,0,0,1,1,,1.0,0,0,0,0,0,,,,,Très positif,"Trajet habituellement fait en vélo, la pluie battante m’aurait contraint à prendre mon diesel. L’utilisation de la Boromir était parfaite",,,,,"moto,VAE,marche",{}
,BIRO,,1,PNR Grand Causses,10:00,11:45,61,Jour,0,1,0,0,0,0,,Médical,0.0,0,0,0,1,0,0,,0.0,0,0,0,0,0,Inconfort,,BD Georges Brassens 12100 Millau,,Positif,Inconfort sur les très nombreuses bouches d’égouts sur le boulevard mentionné.,3.0716997,44.115148,,,"moto,VAE,marche",{}
Karbikes,Karbikes,4.114330231514433,3,PNR Grand Causses,15:30,16:00,62,Jour,1,0,0,1,0,0,,Courses,0.0,0,1,0,0,0,0,,0.0,0,0,0,0,0,lenteur dans la montée,,"avenue charles de gaulle - montée conséquente - dans la partie la plus pentue, impossible d'aller à plus de 10km/h, ce qui rend la présence sur la route assez dangereuse.",,Positif,"l'assistance électrique est faible quand le dénivelé est conséquent - je n'ai pas réussi à aller au dela de 10km/h en turbo meme en poussant, avec 2 passagers (enfants de 4 ans et demi). A millau, il y a beaucoup de montée assez pentue. sur les petites rues, sans circulation, ce n'est pas génant de monter à 8km/h, mais sur une avenue très utilisée par les voitures, qui vont à 50km-h, on se sent très génant. D'autant que contrairement à des vélos classiques, les voitures n'osent pas nous doubler aussi facilement. ce qui est un vrai avantage concernant la sécurité, mais qui est un inconvénient quand on créé un bouchon (ca ajoute du stress en tant que conducteur de ce véhicule).
Le coffre - il n'y a pas de cale que arrrête la porte quand on le referme. sans faire attention, j'ai refermé la porte du coffre trop loin, et j'ai eu beaucoup de mal à le rouvrir, j'ai du forcer un peu, car la structure de la porte du coffre était passée trop à l'intérieur du véhicule, et je n'arrivais pas facilement à la faire repasser de l'autre côté de la structure du véhicule, pour ouvrir le coffre donc.
peut-être mettre une petite cale ou qque chose qui empeche de pousser trop à l'intérieur la porte du coffre.

trajet de courses pour acheter des légumes. super pratique encore. ce véhicule est vraiment très pratique pour aller faire des courses petites et moyennes (encore 2 sacs dans le coffre meme avec deux enfants à l'arrière.",3.0724243,44.1101351,marche,,marche,{}
BIRO,BIRO,7.57222641353007,4,PNR Grand Causses,16:15,17:30,63,Jour,0,1,0,0,0,0,,Médical,1.0,0,0,0,0,0,0,,0.0,0,0,0,1,0,Inconfort,,Rue Debussy Millau,,Positif,"Problème technique avec les boutons, au lieu d’enclencher la marche arrière, le bouton activait le dégivrage. 
Difficulté pour ramener un cageot avec des salades dedans, pas de coffre suffisamment grand.",,,,,"moto,VAE,marche",{}
BIRO,BIRO,3.2790492563082188,1,PNR Grand Causses,11:20,12:00,64,Jour,1,0,0,0,0,0,,Médical,0.0,1,0,0,0,0,0,,0.0,0,1,0,0,0,,,,,Très positif,Inconfort assez insupportable du fait des revêtements dégradés,,,,,"moto,VAE,marche",{}
WEEZ,WEEZ,39.98606514749181,11,PNR Grand Causses,16:00,22:00,65,Jour,1,0,0,0,0,0,crépuscule et début de nuit,Loisirs,0.0,1,1,0,1,0,1,,0.0,0,0,0,1,0,,,,,Positif,"Elle n'a chargé que de 40% en 4h, à une borne de la ville (Condamines)... J'ai testé les deux prises fournies 2h chacunes, rien n'y a changé. Je ne suis pas sûre si c'est la faute de la Weez ou de la borne. Je ne peux pas la charger à la maison, donc l'organisation n'est pas toujours facile

Je me suis retrouvée bloquée en montée, impossible de faire un démarrage en côte plutôt modeste. Pied au plancher et frein à main à l'appui, j'ai quand même dû reculer et prendre de l'élan à deux fois, au risque de dépasser sur la voie d'en face pour me retrouver en mesure de redémarrer.
Reprise dans les virages en lacets un peu molle, on dirait que le moteur peine à reprendre en montée. Mais ce n'est pas un grand problème, un coup de main facile à prendre.",,,,,,{}
BIRO,BIRO,10.51351128265318,1,CC Grand Pic St Loup,17:00,17:30,66,Jour,1,0,0,0,0,0,,Domicile / travail,1.0,0,0,0,0,0,0,,1.0,0,0,0,0,0,,,,,Positif,Rien,,,voiture,,voiture,{}
BIRO,BIRO,15.229919863577113,1,CC Grand Pic St Loup,07:50,08:20,67,Jour,1,0,0,0,0,0,,Domicile / travail,1.0,0,0,0,0,0,0,,0.0,0,0,0,0,1,,,Route D17,,Positif,aucun,3.8706418,43.7767524,voiture,,voiture,{}
Karbikes,Karbikes,22.71643772389235,3,PNR Grand Causses,17:00,19:00,68,Jour,1,0,0,0,0,0,,Loisirs,0.0,1,1,1,1,1,1,,0.0,0,0,0,0,0,manipulation du velo sur certains passages chicanes,,,,Très positif,"trajet de la maison à la riviere
très facile de le garer dasn un endroit ou il y a peu de places pour se garer en voiture. grosse valeur ajoutée
le véhicule est vraiment adapté à une ballade pour profiter de l'exterieur, visibilité pour les deux passagers au top.

seule difficulté, mais c'est rare, certains passages de pistes cyclables (l'entrée) ont parfois des poteaux, et le vélo passe parfois juste juste en largeur.
il est difficile de manoeuvrer dans des parcours peu large qui tournent à 90 plusieurs fois, ca peut arriver, il faut manoeuvrer en faisant des marches avant/marches arrieres, et la manipulation du vélo en mode demi tour n'est pas ""facile"".",,,marche,,marche,{}
,Karbikes,,1,PNR Grand Causses,09:15,11:30,69,Jour,1,0,0,0,0,0,,Loisirs,0.0,0,1,1,1,1,0,,0.0,0,0,0,1,0,,,"rue des aumières - la montée est conséquente, et le véhicule est vraiment difficile à faire monter, meme en mode turbo, alors que j'étais seul","le changement de vitesse automatique s'effectue mal, avec beaucoup de retard, lorsqu'on arrive sur une montée.",Négatif,"grosse montée à l'aller. j'ai constaté que le changement de vitesse ne marchait pas bien. lorsque j'arrive sur une montée, le pédalier reste très dur et ne s'adapte pas rapidement. et tout d'un coup, c'est comme si yavait plus de vitesse, je pédale 2 tours dans le vide, et ca se réajuste. 
j'ai constaté la meme chose en vitesse manuelle. 
j'ai l'impression que c'est quand la pente est vraiment forte directement.
cela m'est donc arrivé rue des aumières, à millau

je n'ai pas réussi à identifier le moment, mais le frein à main avant et le frein avant sont cassés. il n'y a plus de résistance sur la manette, ca ne freine plus à l'avant.",3.0555594,44.1074885,marche,,marche,{}
,WEEZ,,1,PNR Grand Causses,10:10,10:40,70,Jour,1,0,0,0,0,0,,Domicile / travail,0.0,1,0,1,0,0,0,,1.0,0,0,0,0,0,,,,,Positif,"Avec une bosse, la fermeture centralisée des portes s’est déverrouillée (j’ai re-appuyé sur verrouiller et tout vas bien) ! La faible largeur du véhicule est bien pratique en campagne. J’ai laissé le véhicule charger 4 heures en ville, le temps que je fasse une reunion et des courses en velo. Batterie de 33% à pleine en 4h.",,,,,,{}
,BIRO,,1,PNR Grand Causses,10:00,12:15,71,Jour,1,0,0,0,0,0,,Loisirs,0.0,0,0,1,1,1,0,,1.0,0,0,0,0,0,,,,,Très positif,Pas de commentaires,,,,,"moto,VAE,marche",{}
,BIRO,,1,CC Grand Pic St Loup,17:00,17:30,72,Jour,1,0,0,0,0,0,,Domicile / travail,1.0,0,0,0,0,0,0,,0.0,0,1,0,0,1,,,D17,,Positif,"Trou sur la route et dos d’âne, pas de suspension",3.8706448,43.7767544,voiture,,voiture,{}
,Urbaner,,1,CC Grand Pic St Loup,08:30,08:35,73,Jour,1,0,0,0,0,0,,Restitution de l'urbaner,0.0,0,0,0,0,0,0,Rapidité,1.0,0,0,0,0,0,,,,,Positif,"J'aimerais faire des retours sur les trajets que je n'ai pas faits. En effet j'aurais voulu faire l'expérience d'aller au travail avec mais après plusieurs repérages, je n'ai pas trouvé de chemin assez sécurisant (ou trop long car beaucoup de détours). En effet, l'urbaner me permet de me sentir à l'aise pour de longs trajets (30km), mais les routes ne sont pas assez adaptées. J'ai eu peur d'être bloquée comme à Saint Mathieu par des barrières anti scooter sur les pistes pour vélo, le rond point de Castries est très fréquenté, il est difficile de s'y insérer en voiture alors en vélo ..  je ne me vois pas le faire, à Vendargues la piste sur le côté n'est pas entretenue, ça passe pour un vélo à 2 roues mais pas un tricycle à mon avis. Je n'ai pas tenté, car pas envie de me retrouver à faire demi tour après 15km déjà parcourus. J'ai envisagé le lien également, car l'espace sur le côté pourrait servir de piste, mais j'ai eu peur de surprendre les voitures au moment des entrées/sorties et de déclencher un accident.",,,voiture,,voiture,{}
,Speedbike,,1,PNR Grand Causses,17:50,18:00,74,Jour,1,0,0,0,0,0,,Loisirs,0.0,0,0,1,0,0,0,,0.0,0,0,0,0,0,Batterie à plat,,La batterie était à plat :-),,Positif,RAS,,,"voiture,VAE",,"voiture,VAE",{}
,Speedbike,,1,PNR Grand Causses,12:00,12:15,75,Jour,1,0,0,0,0,0,,Domicile / travail,0.0,1,0,1,1,0,0,,1.0,0,0,0,0,0,,,,,Très positif,Le rétroviseur se dérègle tout seul avec les vibrations..,,,"voiture,VAE",,"voiture,VAE",{}
,Speedbike,,1,PNR Grand Causses,13:40,14:00,76,Jour,1,0,0,0,0,0,,Domicile / travail,0.0,1,0,1,0,0,0,,1.0,0,0,0,0,0,,,,,Très positif,RAS,,,"voiture,VAE",,"voiture,VAE",{}
,Speedbike,,1,PNR Grand Causses,14:30,14:35,77,Jour,1,0,0,0,0,0,,Rdv travail,0.0,1,0,0,0,0,1,,1.0,0,0,0,0,0,,,,,Très positif,RAS,,,"voiture,VAE",,"voiture,VAE",{}
WEEZ,WEEZ,13.11236639939278,2,CC Grand Pic St Loup,14:30,15:00,78,Jour,1,0,0,0,0,0,,CCFF,0.0,0,0,1,1,0,0,,1.0,0,0,0,0,0,,,,,Positif,inconfort des suspensions lors de passage  de ralentisseurs,,,,,,{}
WEEZ,WEEZ,15.27817759160092,3,CC Grand Pic St Loup,13:40,15:20,79,Jour,1,0,0,0,0,0,,CCFF,0.0,0,0,1,0,0,0,,1.0,0,0,0,0,0,,,,,Positif,Freinage efficace du véhicule,,,,,,{}
WEEZ,WEEZ,1.731181809948009,3,CC Grand Pic St Loup,17:45,20:45,80,Jour,1,0,0,0,0,0,,CCFF,1.0,0,0,0,0,0,0,,0.0,0,0,0,0,0,Puissance du véhicule,,Rue de la Mairie à saint Clément de Rivière (montée),,Positif,Puissance du véhicule faible lors d'une montée avec une pente forte.,3.8472607,43.683914,,,,{}
WEEZ,WEEZ,13.661339997884536,3,CC Grand Pic St Loup,13:55,17:00,81,Jour,1,0,0,0,0,0,,CCFF,0.0,0,0,1,1,1,0,,1.0,0,0,0,0,0,,,,,Positif,"Véhicule qui attire le regard 
Bon comportement routier malgré l'absence de direction assistée",,,,,,{}
,WEEZ,,1,CC Grand Pic St Loup,11:05,12:40,82,Jour,1,0,0,0,0,0,,CCFF,0.0,0,0,1,0,0,0,,0.0,0,0,0,0,1,Puissance du véhicule,,au stop Rue du Ravin d'Embarre à saint Clément de Rivière (montée),au Stop Chemin du Grand Devois à saint Clément de Rivière à l'intersection du Boulevard des sources,Positif,Difficultés à redémarrer au stop dues à un manque de puissance au redémarrage.,3.8499302,43.6937266,,,,{}
,WEEZ,,1,CC Grand Pic St Loup,14:30,15:30,83,Jour,1,0,0,0,0,0,,CCFF,0.0,1,0,1,0,0,0,Economique et freinage efficace,0.0,0,0,0,0,0,ralentisseurs,,,,Positif,"Pas de signal sonore lorsque l'on met les clignotants
Inconfort de suspensions lors de passage de ralentisseurs",,,,,,{}
,WEEZ,,1,CC Grand Pic St Loup,16:30,17:30,84,Jour,1,0,0,0,0,0,,CCFF,0.0,0,0,1,0,1,0,,0.0,0,0,1,0,0,,,,,Positif,"Véhicule attirant le regard et la discussion auprès de la population concernant cette opération et permettant en plus de faire de la sensibilisation aux risques incendies auprès des habitants de la commune
Intérêt positif dans l'utilisation de ce genre de véhicule pour les missions du CCFF et pour une utilisation quotidienne si amélioration des finitions de la voiture. 
Perception d'un véhicule sans permis par les usagers de la route",,,,,,{}
,WEEZ,,1,CC Grand Pic St Loup,12:20,16:30,85,Jour,1,0,0,0,0,0,,CCFF,0.0,0,0,1,0,1,0,freinage,0.0,0,0,0,0,0,pas de pare-soleil,,,,Positif,"Absence de pare soleil : utile pendant la période estivale 
Absence d'un rétroviseur central : utile pour surveiller les usagers de la route et un confort pour stationner en marche arrière
Inconfort des suspensions au passage de ralentisseurs 
Taille du véhicule adaptée pour patrouiller dans la commune dans le cadre des missions du CCFF. 
Espace intérieur et coffre suffisants
Puissance du moteur un peu faible",,,,,,{}
,Speedbike,,1,PNR Grand Causses,18:00,18:30,86,Jour,1,0,0,0,0,0,,Domicile / travail,0.0,1,0,1,1,1,1,,1.0,0,0,0,0,0,,,,,Très positif,RAS rentrer chez soi en vélo c’est vraiment l’idéal pour se déconnecter du travail,,,"voiture,VAE",,"voiture,VAE",{}
,Speedbike,,1,PNR Grand Causses,18:50,19:00,87,Jour,1,0,0,0,0,0,,Loisirs,0.0,1,0,1,1,1,1,,1.0,0,0,0,0,0,,,,,Très positif,RAS,,,"voiture,VAE",,"voiture,VAE",{}
,Speedbike,,1,PNR Grand Causses,22:00,22:10,88,Nuit,0,0,0,0,0,0,Nuit sans vent ni nuages,Loisirs,0.0,1,0,0,0,0,1,,0.0,0,0,0,0,1,,,,,Positif,Léger sentiment d’insécurité la nuit. Les automobilistes ne savent pas si je suis une voiture ou un vélo. Pas si aisé de me doubler.,,,"voiture,VAE",,"voiture,VAE",{}
,Speedbike,,1,PNR Grand Causses,06:40,06:55,89,Jour,1,0,0,0,0,0,,Domicile / travail,0.0,1,0,1,1,1,1,,1.0,0,0,0,0,0,,,,,Très positif,Très agréable de se réveiller à vélo,,,"voiture,VAE",,"voiture,VAE",{}
,Speedbike,,1,PNR Grand Causses,17:40,18:00,90,Jour,1,0,0,0,0,0,,Domicile / travail,0.0,1,0,1,1,1,1,,1.0,0,0,0,0,0,,,,,Très positif,RAS,,,"voiture,VAE",,"voiture,VAE",{}
,Speedbike,,1,PNR Grand Causses,08:55,09:12,91,Jour,1,0,0,0,0,0,,Domicile / travail,0.0,1,0,1,1,1,1,,1.0,0,0,0,0,0,,,,,Très positif,RAS,,,"voiture,VAE",,"voiture,VAE",{}
,BIRO,,1,CC Grand Pic St Loup,17:30,18:00,92,Jour,1,0,0,0,0,0,,Loisirs,1.0,0,0,0,0,0,0,,0.0,0,0,0,0,1,,,D17,,Positif,aucun,3.8706448,43.7767544,voiture,,voiture,{}
BIRO,BIRO,10.410837383385202,1,CC Grand Pic St Loup,07:30,07:55,93,Jour,0,1,0,0,0,0,,Domicile / travail,1.0,0,0,0,0,0,0,,1.0,0,0,0,0,0,,,D17,,Positif,aucun,3.8706448,43.7767544,voiture,,voiture,{}
,Speedbike,,1,PNR Grand Causses,08:00,08:15,94,Jour,1,0,0,0,0,0,,Domicile / travail,0.0,1,0,1,1,0,1,,1.0,0,0,0,0,0,,,,,Très positif,Trajet Aler / Retour. Même distance et durée pour le retour.,,,"voiture,VAE",,"voiture,VAE",{}
,Speedbike,,1,PNR Grand Causses,17:00,18:00,95,Jour,1,0,0,0,0,0,,Domicile / travail,0.0,1,0,1,1,1,1,,1.0,0,0,0,0,0,,,,,Très positif,"Rendez-vous et courses dans Millau. Le speedbike est devenu vraiment super pratique avec ses sacoches pour le transport de mes affaires et des courses. Rapidité des déplacements, je peux le garer n'importe où. Super pour les petits et moyens trajets du quotidien. Je n'ai eu que du beau temps donc pas eu l'occasion de l'utiliser sous la pluie. Selon moi son principal défaut est l'absence de suspension ce qui vient considérablement nuire au confort. A partir d'une certaine vitesse les défauts de la route ou autre plaque d'égout me secoue assez brutalement. Mais il ne manque que ça.",,,"voiture,VAE",,"voiture,VAE",{}
,Urbaner,,1,Commune du Teil,19:00,21:30,96,Nuit,0,0,0,0,0,0,Soirée,Courses,0.0,0,0,0,1,1,0,Possibilité de transporter de la marchandise dans le cadre de livraisons se marchandises,0.0,1,0,0,1,0,,,Retroviseur bouge nécessitant un remise en place fréquente,Démarrage en côte très compliquée avec le poids du vehicule,Positif,Ce vélo est utilisé dans le cadre d'une expérimentation  consistant à livrer des plats à emporter.,,,"velo,marche",,,{}
BIRO,BIRO,12.139294973235662,1,CC Grand Pic St Loup,07:30,08:00,97,Jour,0,1,0,0,0,0,,Domicile / travail,1.0,0,0,0,0,0,0,,0.0,1,0,0,0,1,,,D17,,Positif,Clignotant bruillant,3.8706448,43.7767544,voiture,,voiture,{}
,WEEZ,,1,CC Grand Pic St Loup,13:30,15:30,98,Jour,1,0,0,0,0,0,Canicule (Forte chaleur),CCFF,0.0,1,1,1,0,0,0,,0.0,0,0,0,1,0,,,,,Positif,"Problème avec le véhicule : Anomalie Moteur affichée, Affichage des voyants STOP et moteur. La voiture s'est arrêtée de fonctionner en plein milieu de la chaussée --> Obligation d'éteindre pour pouvoir redémarrer le véhicule. Cet incident est probablement du à la forte chaleur   

Voiture adaptée à la ville 
Bonne visibilité de la route pendant la conduite
Manque : pare-soleil, indication de l'heure, température extérieure et le signal sonore du clignotant",,,,,,{}
WEEZ,WEEZ,13.73255758491531,2,CC Grand Pic St Loup,11:00,12:30,99,Jour,1,0,0,0,0,0,,CCFF,0.0,0,0,1,0,0,0,,0.0,0,0,1,0,0,,,,,Positif,"Véhicule adaptée à la mission de patrouille dans la commune

Manque : pare-soleil, indication de l'heure, température extérieure, signal sonore du clignotant, et radar recul arrière (pas de visibilité car absence de rétroviseur central)",,,,,,{}
,WEEZ,,1,CC Grand Pic St Loup,12:00,13:15,100,Jour,1,0,0,0,0,0,,CCFF,0.0,0,0,1,0,0,0,véhicule écologique,0.0,1,0,0,0,0,confort des sièges un peu dur,,,,Positif,"Véhicule adapté pour de très petites distances et petite vitesse
Finitions intérieures très simples et peu solides
Raideur des amortisseurs lors de passage de ralentisseurs (inconfort sur la durée) 
Bon comportement routier malgré l'absence de direction assistée",,,,,,{}
,WEEZ,,1,CC Grand Pic St Loup,15:00,16:00,101,Jour,1,0,0,0,0,0,Canicule (Forte chaleur),CCFF,0.0,0,1,1,0,0,0,Agréable car pas de bruit,0.0,0,0,0,1,0,,,,,Positif,"Problème avec le véhicule : arrêt progressif du véhicule avec affichage du voyant STOP --> Obligation d'éteindre pour pouvoir redémarrer le véhicule. Cet incident est probablement dû à la forte température extérieure (canicule)

inconfort des amortisseurs lors de passage de ralentisseurs (trop raide)   

Manque : pare-soleil et le signal sonore du clignotant",,,,,,{}
,WEEZ,,1,CC Grand Pic St Loup,11:00,19:00,102,Jour,1,0,0,0,0,0,,CCFF,0.0,0,0,1,0,0,0,énergie électrique,0.0,0,0,1,0,0,,,difficulté de faire un demi-tour à la source du Lez,,Positif,"Véhicule écologique et économique 
Bonne visibilité sauf qu'il manque un pare-soleil

manque de puissance moteur dans les montées (village vallonné)  
Inconfort des suspensions 
Facile d'utilisation : emplacement des boutons D, N et R bien positionnés et clairs grâce au code couleur",,,,,,{}
,WEEZ,,1,CC Grand Pic St Loup,14:30,15:30,103,Jour,0,1,0,0,0,0,,CCFF,0.0,0,0,1,0,0,0,,0.0,0,0,1,0,0,amortisseurs,,difficulté de faire un demi-tour à la source du Lez,,Positif,"Manque de puissance moteur

raideur des amortisseurs lors de passage de ralentisseurs 

manque rétroviseur central : marche arrière plus difficile",,,,,,{}
,WEEZ,,1,CC Grand Pic St Loup,12:00,19:00,104,Jour,0,1,0,0,0,0,,CCFF,0.0,0,0,1,0,0,0,excellent outil complémentaire dans les missions de surveillance de la commune,0.0,1,0,0,0,0,,,,,Positif,"Difficile d'effectuer une marche arrière en l'absence de rétroviseur central 

excellent outil complémentaire dans les missions de surveillance de la commune. 

Véhicule écologique et économique

puissance moteur faible notamment dans les montées",,,,,,{}
